tipooperador,empresabandera,razonsocial,cuit,direccion,localidad,provincia,Longitude,Latitude
Combustibles líquidos únicamente,YPF,GUARESCHI Y ASOC. S.H.,33-66937610-9,AV. 9 DE SEPTIEMBRE 39,RIO TERCERO,CORDOBA,-64.11766,-32.16994
Duales (líquidos + GNC),GULF,VICOFER GAS S.R.L.,30-64396316-3,LA CARCOVA 1222,JOSE LEON SUAREZ,BUENOS AIRES,-58.57009,-34.51649
Duales (líquidos + GNC),AXION,BASAVILBASO S.R.L.,30-67079265-6,URQUIZA Y ESTRADA,BASAVILBASO,ENTRE RIOS,-58.88668,-32.37013
Combustibles líquidos únicamente,YPF,TARTARA HNOS Y BAINOTTI S.H.,30-56290354-9,AVDA. SAN MARTIN 600,SAN BASILIO,CORDOBA,-64.31475,-33.50026
Duales (líquidos + GNC),YPF,RUMAOS S.A.,33-69958162-9,"RUTA 40 KM 23,100",PERDRIEL,MENDOZA,-68.8789,-33.0939
Duales (líquidos + GNC),YPF,ALAMINOS GONZALO Y ALAMINOS ANGELA S. DE HECHO,30-70780973-2,AV. COLON 4989,CORDOBA,CORDOBA,-64.2458,-31.39653
Sólo GNC,BLANCA,DONATO ANTONACCI E HIJOS SRL,30-65427011-9,AV ALEM 2361,CORDOBA,CORDOBA,-64.154061,-31.379507
Sólo GNC,BLANCA,DONATO ANTONACCI E HIJOS SRL,30-65427011-9,AV SANTA ANA 3700,CORDOBA,CORDOBA,-64.232248,-31.41214
Combustibles líquidos únicamente,YPF,EL PARQUE S.C.C.,30-62155171-6,9 DE JULIO 284,SAN BASILIO,CORDOBA,-64.31003,-33.49614
Combustibles líquidos únicamente,PUMA,SAN ALBERTO BALCARCE S.R.L.,30-58891982-6,AVENIDA CENTENARIO 1283,BALCARCE,BUENOS AIRES,-58.268316,-37.857159
Sólo GNC,BLANCA,GNC MORON S.R.L.,30-63503894-9,AVDA.VERGARA Nº 773,MORON,BUENOS AIRES,-58.628721,-34.633501
Combustibles líquidos únicamente,AXION,PAMISA S.R.L.,30-67161700-9,RUTA 151 KM.29,BARDA DEL MEDIO,RIO NEGRO,-68.16095,-38.7265
Combustibles líquidos únicamente,PUMA,SAN ALBERTO BALCARCE S.R.L.,30-58891982-6,AVENIDA DEL VALLE 52,BALCARCE,BUENOS AIRES,-58.266195,-37.838436
Combustibles líquidos únicamente,YPF,NEUMATICOS Y COMBUSTIBLES EUREKA S.R.L.,30-63591835-3,RUTA 3 KM 1839,COMODORO RIVADAVIA,CHUBUT,-67.47716,-45.85136
Combustibles líquidos únicamente,AXION,PETROPRINGLES SA,30-64459561-3,RUTA PROVINCIAL 85 KM 108,CNEL. PRINGLES,BUENOS AIRES,-61.38298,-38.02616
Sólo GNC,BLANCA,GNC 197 S.R.L.,30-64944911-9,H.YRIGOYEN 2642,EL TALAR,BUENOS AIRES,-58.661473,-34.47505
Combustibles líquidos únicamente,YPF,COMERCIAL  DIEGO  SRL,30-54010934-2,ESPAÑA 100,RUFINO,SANTA FE,-62.712706,-34.262
Combustibles líquidos únicamente,PUMA,SAN ALBERTO BALCARCE S.R.L.,30-58891982-6,Ruta 55 y acceso a San Agustin 98,BALCARCE,BUENOS AIRES,-58.40491,-37.970515
Duales (líquidos + GNC),GULF,ESTACIÓN LA RECTA SRL,30-70453577-1,Recta Martinoli 5284,ARGUELLO,CORDOBA,-64.244343,-31.355809
Combustibles líquidos únicamente,AXION,SERVICENTRO OBERA S.A.,30-70783121-5,RUTA NAC 14 Y PROV. NRO 5,OBERA,MISIONES,-55.11191,-27.50182
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,BERTERAME NESTOR RAMON,20-10512034-7,SARGENTO GOMEZ485,FEDERACION,ENTRE RIOS,-57.925549,-30.980681
Combustibles líquidos únicamente,AXION,SERVICENTRO OBERA S.A.,30-70783121-5,AV. SARMIENTO 1281,OBERA,MISIONES,-55.12546,-27.4873
Combustibles líquidos únicamente,BLANCA,LUIS A. CARRIZO Y CIA. S.R.L.,30-62706249-0,RUTA NACIONAL N 9 NORTE KM 747,COLONIA CAROYA,CORDOBA,-64.115733,-31.025424
Combustibles líquidos únicamente,PUMA,MERCANTE HNOS. SACIA,30-52704745-1,ARELLANO Y GRAL. PAZ,SAN ANTONIO DE ARECO,BUENOS AIRES,-59.472529,-34.24487
Combustibles líquidos únicamente,YPF,COMERCIAL MANITTA HNOS S.R.L.,30-54320196-7,AZCUÉNAGA 745,LUJAN DE CUYO,MENDOZA,-68.86836,-33.0367
Sólo GNC,BLANCA,ARIES COMCO,30-64685085-8,AV. ALVEAR ESTE 1342,GRAL. ALVEAR,MENDOZA,-67.673676,-34.977646
Combustibles líquidos únicamente,AXION,SCHOLLES OMAR ALBERTO,23-14063213-9,RUTA NAC 14 Y PROV. 13,SAN VICENTE,MISIONES,-54.49387,-26.99857
Combustibles líquidos únicamente,YPF,RASSO ALBERTO Y OSCAR S.H.,30-59022516-5,RUTA 148 KM. 857.5 Y ACCESO,NASCHEL,SAN LUIS,-65.36373,-32.92003
Duales (líquidos + GNC),BLANCA,EL PINITO S.A.,30-60703341-9,AVDA EVA PERÓN 5602,LIBERTAD,BUENOS AIRES,-58.699451,-34.700268
Duales (líquidos + GNC),BLANCA,MERCANTE HNOS. SACIA,30-52704745-1,"RUTA 8 KM. 112,800",SAN ANTONIO DE ARECO,BUENOS AIRES,-59.463221,-34.244584
Duales (líquidos + GNC),YPF,ARIES COMCO II,30-64685085-8,AV. LIBERTADOR NORTE 713,GRAL. ALVEAR,MENDOZA,-67.688995,-34.970361
Combustibles líquidos únicamente,PUMA,MERCANTE HNOS. SACIA,30-52704745-1,AV. MITRE  Y CASTELLI,CARMEN DE ARECO,BUENOS AIRES,-59.82597,-34.37746
Combustibles líquidos únicamente,YPF,SCHRODER HNOS.,30-63669062-3,SAN MARTIN Y 25 DE MAYO,SANTA SILVINA,CHACO,-61.13834,-27.83365
Combustibles líquidos únicamente,GULF,MARTOGLIO Y MEINERO COMBUSTIBLES S.R.L.,30-64060116-3,ALEM 965,VILLA MARIA,CORDOBA,-63.253186,-32.402579
Combustibles líquidos únicamente,BLANCA,TODO CAMPO S.R.L.,30-66876430-0,IRIGOYEN Y PAMPA,VILLA HUIDOBRO,CORDOBA,-64.5912,-34.83881
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,MERCANTE HNOS. SACIA,30-52704745-1,SAN MARTIN Y ANASTASI,BARADERO,BUENOS AIRES,-59.51784,-33.82482
Duales (líquidos + GNC),SHELL C.A.P.S.A.,GRAN LIBERTADOR S.A.,30-66209041-3,Rodriguez Peña 1050,GODOY CRUZ,MENDOZA,-68.826511,-32.925068
Combustibles líquidos únicamente,YPF,A. SILVETTI Y CIA,33-53085760-9,TOMAS ORELL 30,ALLEN,RIO NEGRO,-67.82925,-38.97749
Sólo GNC,BLANCA,ODIMA S.A.,33-65100888-9,Montevideo 155,BAHIA BLANCA,BUENOS AIRES,-62.255489,-38.730479
Duales (líquidos + GNC),YPF,ACTIS S.A.,30-52648492-0,AV.SAN MARTIN 405,GRAL. CABRERA,CORDOBA,-63.87937,-32.81399
Combustibles líquidos únicamente,BLANCA,LUIS HUMBERTO DELGADO,23-08130364-9,BESARES Y QUINTANA,LA BANDA,SANTIAGO DEL ESTERO,-64.23453,-27.73652
Combustibles líquidos únicamente,REFINOR,LUIS HUMBERTO DELGADO,23-08130364-9,RUTA NAC.34 Y PROV.51,LA BANDA,SANTIAGO DEL ESTERO,-64.19939,-27.7464
Combustibles líquidos únicamente,YPF,LAS ACACIAS S.R.L.,30-70821719-7,MARQUEZ DE SOBREMONTE 205,MERLO,SAN LUIS,-65.01599,-32.34555
Sólo GNC,BLANCA,ESTACION DE SERVICIO CENTENARIO S.R.L.,33-68672135-9,AV.MORENO (N) 134,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,-64.269642,-27.78511
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,MAELHO SRL,30-70832141-5,AV. LOS INMIGRANTES 10,ALDEA SAN ANTONIO,ENTRE RIOS,-58.701579,-32.629586
Duales (líquidos + GNC),AXION,MIGUEL R. MUKDISE Y HNOS. S.C.C.,30-52869620-8,JUAN BAUSTISTA ALBERDI 1010,RIO HONDO,SANTIAGO DEL ESTERO,-64.86657,-27.49292
Combustibles líquidos únicamente,YPF,ESTACION DE SERVICIO ESA SRL,30-59636139-7,RIVADAVIA 560,TRELEW,CHUBUT,-65.30718,-43.25513
Duales (líquidos + GNC),GULF,LA ESTACION S.A.,30-70828190-1,PELLEGRINI Y FCO. DELGADO,TUNUYAN,MENDOZA,-69.02902,-33.577452
Combustibles líquidos únicamente,YPF,DANOVIS S.A. (EX-VARGIU NOELIA Y OTROS S.H.),30-70238033-9,AV. FRANCISCO DE AGUIRRE 598,S.M. DE TUCUMAN,TUCUMAN,-65.197595,-26.794814
Combustibles líquidos únicamente,YPF,BARBIERI HERMANOS S.A.,30-69839524-5,Cordoba 400,TILISARAO,SAN LUIS,-65.29,-32.73383
Combustibles líquidos únicamente,YPF,LOS ARGENTINOS SRL,30-68936493-0,AV. FLORENCIO VARELA 710,EZPELETA,BUENOS AIRES,-58.22678,-34.75196
Combustibles líquidos únicamente,BLANCA,JUAN MARQUEZ RUIZ,20-06758902-6,DIAG. SARMIENTO 262,CAUCETE,SAN JUAN,-68.283609,-31.648781
Sólo GNC,BLANCA,DIALINA S.A.,30-62887117-1,TERRERO 2483,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.472318,-34.602434
Duales (líquidos + GNC),AXION,OCTOBER S.A.,30-64704616-5,AV. WARNES 2040,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.464223,-34.596593
Duales (líquidos + GNC),BLANCA,TOPEMA S.A.,30-63122550-7,CASEROS 1373/99,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.382504,-34.631439
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,YAPAY NEASA S.R.L.,30-69524367-3,AV. BALBIN 3560,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.48091,-34.55629
Combustibles líquidos únicamente,YPF,"CARDO MA. DEL CARMEN, GHIDELLA RUBÉN N., Y GHIDELLA MA. LORENA",30-69004438-9,CURUCHET 3392,CASTELAR,BUENOS AIRES,-58.65354,-34.63328
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ROLGUI S.A.,30-69662096-9,AV. ANDRES ROLON 2287,BECCAR,BUENOS AIRES,-58.544398,-34.4649
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,SORBONA COMBUSTIBLES S.A.,30-66489371-8,RUTA NACIONAL 33 KM 134,PIGUE,BUENOS AIRES,-62.417683,-37.585019
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,AVELLANEDA 2411 S.R.L.,30-70804129-3,AV. AVELLANEDA 2411,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.46459,-34.62397
Duales (líquidos + GNC),YPF,PETROCELA S.A.,30-69744561-3,RUTA NAC. 188 KM. 110,ROJAS,BUENOS AIRES,-60.71635,-34.20008
Combustibles líquidos únicamente,YPF,RUTA 54 S.R.L,30-61567023-1,Avenida Mitre 00,GRAL. MANSILLA,BUENOS AIRES,-57.74048,-35.083
Combustibles líquidos únicamente,YPF,ESTACION DE SERVICIO DE EL MUSRI ALEJANDRO ALI,20-06878627-5,JUSTO ESTRADA S/Nº-LA CENTRAL,RIVADAVIA,MENDOZA,-68.31596,-33.27396
Combustibles líquidos únicamente,AXION,GENIAL S.A.,30-67485781-7,AV. FALUCHO 1168,SAN JORGE,SANTA FE,-61.845862,-31.899083
Combustibles líquidos únicamente,YPF,SUCESORES DE ANTONIO LLADHON S.R.L,30-67506349-0,AVDA SAN MARTIN SANTIAGO DEL ESTERO,COLONIA DORA,SANTIAGO DEL ESTERO,-62.96539,-28.58483
Combustibles líquidos únicamente,YPF,HACHEBE S.A,30-62996693-1,AV. SAN LORENZO 3000,CAPITAN BERMUDEZ,SANTA FE,-60.72067,-32.80253
Duales (líquidos + GNC),YPF,D.O.C. S.A.,30-67794582-2,DIAGONAL 73 Nª16,LA PLATA,BUENOS AIRES,-57.91628,-34.92
Combustibles líquidos únicamente,YPF,LENARDÓN SILVINO FÉLIX,20-08359350-5,AV. DR. LAMELAS 243,LASPIUR,CORDOBA,-62.47989,-31.702038
Combustibles líquidos únicamente,YPF,ESTACIÓN DE SERVICIO EL MÁSTIL SRL,30-71632424-5,Garibaldi Nº 1,CNEL. SUAREZ,BUENOS AIRES,-61.93721,-37.46095
Combustibles líquidos únicamente,VOY,SUR COMBUSTIBLES S.R.L.,30-63973431-1,44 Nª 1795,LA PLATA,BUENOS AIRES,-57.97984,-34.93288
Combustibles líquidos únicamente,VOY,SUR COMBUSTIBLES S.R.L.,30-63973431-1,"44 1806, Esq 131",MELCHOR ROMERO,BUENOS AIRES,-57.980366,-34.933903
Duales (líquidos + GNC),SHELL C.A.P.S.A.,Juan B. Justo 1333 S. A.,33-64966902-9,AV. JUAN B. JUSTO 1333,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.43386,-34.58444
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,HERNAN BUCHHOLZ S.A.,30-67004508-7,BELGRANO Y AVELLANEDA,CNEL. DUGRATY,CHACO,-60.9065,-27.6821
Combustibles líquidos únicamente,YPF,GOMILA SRL,30-70767678-3,ARISTÓBULO DEL VALLE 6799,SANTA FE,SANTA FE,-60.69318,-31.60593
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,HERNAN BUCHHOLZ S.A.,30-67004508-7,RUTA 89 Y ACCESO,GANCEDO,CHACO,-61.67762,-27.49472
Combustibles líquidos únicamente,BLANCA,HERNAN BUCHHOLZ S.A.,30-67004508-7,RUTA 94 Y CALLE 8,GRAL. PINEDO,CHACO,-61.2747,-27.334088
Sólo GNC,BLANCA,LA BAHIA SA,30-64399001-2,AV CABILDO 4899,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.474667,-34.539946
Combustibles líquidos únicamente,AXION,ALGAR S.R.L,30-66178840-9,AV. BALBIN 596,SAN MIGUEL,BUENOS AIRES,-58.70726,-34.53745
Combustibles líquidos únicamente,YPF,LE BRETON S.R.L.,30-65721366-3,CONGRESO 4008,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.47957,-34.56433
Duales (líquidos + GNC),AXION,PROVINCIAS UNIDAS 1590 S.A.,30-56858639-1,Brig.Juan M. de Rosas 1590,SAN JUSTO,BUENOS AIRES,-58.53706,-34.67096
Combustibles líquidos únicamente,BLANCA,FILIPPINI HNOS. S.R.L.,30-70840357-8,SAN MARTIN Nº 1148,GODOY CRUZ,MENDOZA,-68.845411,-32.912806
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,PETRO CAT S.R.L.,30-70763313-8,AV. ALEM N°495,CATAMARCA,CATAMARCA,-65.769964,-28.466164
Duales (líquidos + GNC),PUMA,MARCELO GOTTIG Y CÍA. SOC.COL.,30-52113796-3,RUTA NAC.Nº 12 KM. 404,CRESPO,ENTRE RIOS,-60.29913,-32.01645
Combustibles líquidos únicamente,BLANCA,COOPERATIVA AGRÍCOLA MIXTA DE MONTE CARLO LIMITADA,30-52884474-6,ZONA URBANA COLONIA CARAGUATAY,COLONIA CARAGUATAY,MISIONES,-54.736973,-26.659254
Duales (líquidos + GNC),SHELL C.A.P.S.A.,PENTAGAS S.A.,30-64423683-4,RUTA 8 Km. 22,LOMA HERMOSA,BUENOS AIRES,-58.617111,-34.563043
Duales (líquidos + GNC),AXION,JULIO HUMBERTO GRONDONA S.A.,30-62321095-9,DARDO ROCHA 1683,BERNAL,BUENOS AIRES,-58.30889,-34.71028
Sólo GNC,BLANCA,T&T SRL,30-70860821-8,ALEM 816,SAN MARTIN,MENDOZA,-68.461327,-33.0869
Combustibles líquidos únicamente,YPF,KAMBY S.A.,30-59032296-9,PERITO MORENO 4788,USHUAIA,TIERRA DEL FUEGO,-68.22594,-54.79041
Combustibles líquidos únicamente,YPF,RERIFE S.A.,30-67790900-1,AV. JUAN BAUTISTA ALBERDI 100,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.42905,-34.62242
Duales (líquidos + GNC),YPF,JUAN V. Y ANTONIO CUCCHIARA,30-66417361-8,Montevideo 605,BAHIA BLANCA,BUENOS AIRES,-62.26078,-38.73474
Duales (líquidos + GNC),YPF,AGUERO NORTE S.R.L,30-68064565-1,CRISOLOGO LARRALDE 5310,WILDE,BUENOS AIRES,-58.3357,-34.70508
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,DALVIAN S.A.,30-54733781-2,AV. CHAMPAGNAT 0001,MENDOZA,MENDOZA,-68.882886,-32.873819
Duales (líquidos + GNC),YPF,IOTTI DANIEL ENRIQUE,20-04540416-2,RUTA 7 KM 103,SAN ANDRES DE GILES,BUENOS AIRES,-59.45074,-34.45216
Combustibles líquidos únicamente,AXION,LA CUARTA S.A.,33-69846106-9,JUAN D. PERON ESQ SANTA FE,RIO SEGUNDO,CORDOBA,-63.90332,-31.64979
Duales (líquidos + GNC),YPF,ENIO CHAPINI SA,30-53355324-5,GODOY CRUZ 1351,GUAYMALLEN,MENDOZA,-68.81499,-32.88972
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,JOSE MONTERO S.A.,30-54335642-1,V. DE LA PLAZA Y ARIAS 0,SALTA,SALTA,-65.396876,-24.795615
Duales (líquidos + GNC),BLANCA,NELIDA SANCHEZ Y OTROS,33-62284444-9,RUTA PCIAL 50 Y C.C.C MONTECASEROS sn,SAN MARTIN,MENDOZA,-68.48893,-33.07786
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,GANP S.A.,33-69026382-9,GODOY CRUZ 6477,CAPILLA DEL ROSARIO,MENDOZA,-68.760231,-32.901885
Duales (líquidos + GNC),GULF,CRESSOTTI LUIS ALBERTO,20-14807881-6,FAMATINA 3032,ITUZAINGO,BUENOS AIRES,-58.71672,-34.64246
Duales (líquidos + GNC),BLANCA,CATTANEO HNOS SRL,30-54073519-7,RUTA NAC. 19 KM. 313,MONTE CRISTO,CORDOBA,-63.93978,-31.34411
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ROAL SRL,30-57770479-8,MARIANO ACOSTA 1195,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.470253,-34.643716
Duales (líquidos + GNC),SHELL C.A.P.S.A.,MB ENERGY SRL,30-70006993-8,RUTA 68 ESQ. CARLOS ARAOZ S/N,CERRILLOS,SALTA,-65.482212,-24.893862
Duales (líquidos + GNC),AXION,SUMAJ S.R.L.,30-59122193-7,Güemes 295,RECREO,CATAMARCA,-65.05583,-29.27258
Combustibles líquidos únicamente,YPF,RAUL HONORIO SILVESTRI S.A.,30-61245024-9,AV. ING. MAÑANES Y RUTA 90,GRAL. SAN MARTIN,CHACO,-59.3326,-26.53444
Combustibles líquidos únicamente,YPF,RAUL HONORIO SILVESTRI S.A.,30-61245024-9,RUTA NAC. Nº 11 Y PROV. Nº 9,GRAL. MANSILLA,FORMOSA,-58.6248,-26.64734
Combustibles líquidos únicamente,YPF,CANAL DE BEAGLE S.R.L.,30-63831779-2,AV. ROCA Y CALLE 6,PUERTO SANTA CRUZ,SANTA CRUZ,-68.53702,-50.02425
Duales (líquidos + GNC),PUMA,POZZO ARDIZZI S.A.,30-70808683-1,AV.ZATTI 1085,VIEDMA,RIO NEGRO,-62.98732,-40.82257
Sólo GNC,BLANCA,ALTERNATIVE FUELS SA,30-70730695-1,Av. Fuerza Aerea 2659,CORDOBA,CORDOBA,-64.223523,-31.43132
Duales (líquidos + GNC),PUMA,POZZO ARDIZZI S.A.,30-70808683-1,BV.AYACUCHO 1202,VIEDMA,RIO NEGRO,-63.00764,-40.80644
Duales (líquidos + GNC),SHELL C.A.P.S.A.,REY Y CIA. SRL,30-52080216-5,AV. DIAZ VELEZ 2009,LOMAS DEL MIRADOR,BUENOS AIRES,-58.529815,-34.654299
Duales (líquidos + GNC),AXION,72 GAS S.A.,30-70841705-6,CALLE 72  780,LA PLATA,BUENOS AIRES,-57.930919,-34.934754
Duales (líquidos + GNC),YPF,POZZO ARDIZZI S.A,30-70808683-1,BERTOLONE 200 ESQ. L. BERNAL,CARMEN DE PATAGONES,BUENOS AIRES,-62.99518,-40.79401
Duales (líquidos + GNC),AXION,SERVIDUAL LUJAN S.A.,30-70861967-8,ACCESO OESTE KM 65.5,LUJAN,BUENOS AIRES,-59.091719,-34.559454
Duales (líquidos + GNC),AXION,SAN JOSE S.H,33-69509063-9,av mitre 3202,MUNRO,BUENOS AIRES,-58.52263,-34.52201
Sólo GNC,BLANCA,RUBO SA,30-64429452-4,REPUBLICA DEL LIBANO OESTE 456,RAWSON,SAN JUAN,-68.53422,-31.56659
Duales (líquidos + GNC),YPF,PARQUE COMBUSTIBLES S.A.,30-69960619-3,JUAN B JUSTO 895,MENDOZA,MENDOZA,-68.8601,-32.88329
Duales (líquidos + GNC),BLANCA,MA SU COR S.A.,30-69424285-1,AV. SANTA ANA 2426,CORDOBA,CORDOBA,-64.21679,-31.41504
Duales (líquidos + GNC),GULF,AL3 MULTISERVICIOS S.A,30-69707290-6,DON BOSCO 6004,ISIDRO CASANOVA,BUENOS AIRES,-58.615864,-34.680477
Duales (líquidos + GNC),YPF,LOS TEPUES S.A.,30-63193147-9,AV. ESPORA 3099,VALERIA DEL MAR,BUENOS AIRES,-56.91111,-37.13993
Combustibles líquidos únicamente,AXION,MACRA S.R.L.,30-70712063-7,PERITO MORENO 264,LAS HERAS,SANTA CRUZ,-68.93067,-46.53992
Combustibles líquidos únicamente,BLANCA,CASOIL S.R.L.,30-70810672-7,Ruta Provincial Nº 311 23,SAN PEDRO DE COLALAO,TUCUMAN,-65.480474,-26.22864
Combustibles líquidos únicamente,AXION,ALVALL S.R.L.,30-70848883-2,HOUSSAY Y LIBANO,ZAPALA,NEUQUEN,-70.063859,-38.898859
Combustibles líquidos únicamente,AXION,ANGEL DE DIOS E HIJOS S.A.,30-56240717-7,AV.ROCA 1794,RIO GALLEGOS,SANTA CRUZ,-69.22837,-51.61582
Duales (líquidos + GNC),SHELL C.A.P.S.A.,HURLINGAS SRL,30-64382719-7,Vergara 3960,HURLINGHAM,BUENOS AIRES,-58.636261,-34.594666
Combustibles líquidos únicamente,AXION,SERVICENTRO DON EDUARDO,30-70807186-9,9 DE JULIO 287,DEVOTO,CORDOBA,-62.30936,-31.407486
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ESER S.A.,33-68762353-9,AV. GAUSS 5509,CORDOBA,CORDOBA,-64.25194,-31.35852
Duales (líquidos + GNC),YPF,TRIANGLE S.C.A,30-51726416-0,AV. ROCA 2227,HURLINGHAM,BUENOS AIRES,-58.64179,-34.57828
Duales (líquidos + GNC),YPF,MANZI S.R.L.,30-61913154-8,AV. COLON 4276,CORDOBA,CORDOBA,-64.23474,-31.39764
Combustibles líquidos únicamente,YPF,UBR S.A.,30-70791830-2,Avda Juan B Justo 3508,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.45408,-34.60174
Combustibles líquidos únicamente,AXION,ESTADÍAS Y SERVICIOS SA,30-64570013-5,ALMAFUERTE 187,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.41252,-34.64053
Combustibles líquidos únicamente,AXION,OASIS S.R.L.,33-67067954-9,PELLEGRINI 12,RIO GRANDE,TIERRA DEL FUEGO,-67.72425,-53.77398
Combustibles líquidos únicamente,YPF,COOP. DE ELECT. Y AGUAS CTES DE G. LEVALLE LTDA.,30-54573521-7,UGARTE 120,GRAL. LEVALLE,CORDOBA,-63.92128,-34.00942
Duales (líquidos + GNC),YPF,FECOPA SA,30-70851698-4,CAMINO GENERAL BELGRANO 3305,BERAZATEGUI,BUENOS AIRES,-58.232292,-34.797445
Duales (líquidos + GNC),YPF,SERVISUR S.R.L.,30-70007828-7,AV. EX COMBATIENTES DE MALVINAS 3897,SALTA,SALTA,-65.43408,-24.84127
Duales (líquidos + GNC),BLANCA,GNC DEL BOSQUE SA,30-70737935-5,avda 12 de octubre 3401,QUILMES,BUENOS AIRES,-58.293914,-34.744505
Combustibles líquidos únicamente,YPF,ACAPULCO SOC. DE HECHO,30-58643828-6,RUTA 205 KM. 57.500,CAÑUELAS,BUENOS AIRES,-58.69938,-34.9998
Combustibles líquidos únicamente,GULF,ESTACION MALVINAS S.A. (EX -EDGARDO G. VESPRINI Y CLAUDIA A. MALTANERI S.H.),30-70770080-3,LIBERTAD ESQ. TUCUMAN,VILLA NUEVA,CORDOBA,-63.24851,-32.43942
Combustibles líquidos únicamente,YPF,ACAPULCO SOC. DE HECHO,30-58643828-6,DEL CARMEN 986,CAÑUELAS,BUENOS AIRES,-58.75846,-35.05109
Combustibles líquidos únicamente,YPF,ESTACIÓN DE SERVICIO YPF,30-60125651-3,BELGRANO 738,GALVEZ,SANTA FE,-61.21901,-32.03113
Combustibles líquidos únicamente,AXION,PETROTRES S.A.,30-64064095-9,RUTA 228 Y AV. MONTEAGUDO,TRES ARROYOS,BUENOS AIRES,-60.251833,-38.380816
Combustibles líquidos únicamente,AXION,NICIFORO HNOS. S.H.,30-66629232-0,Ex Ruta 5 km 100,MERCEDES,BUENOS AIRES,-59.44011,-34.666926
Sólo GNC,BLANCA,DOKAN SA,30-70823453-9,RUTA NAC N° 7 KM 140,CARMEN DE ARECO,BUENOS AIRES,-59.836778,-34.403207
Combustibles líquidos únicamente,YPF,UNENS S.R.L.,33-68843627-9,ESPINOSA 605,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.44907,-34.61563
Combustibles líquidos únicamente,YPF,BARBERO HERMANOS S.A.,30-66507435-4,CALLE 39 ESQUINA 7,LA PLATA,BUENOS AIRES,-57.96068,-34.90644
Duales (líquidos + GLPA),SHELL C.A.P.S.A.,THOMART GNC S.A.,33-70099786-9,Av Vergara 1561,VILLA TESEI,BUENOS AIRES,-58.63213,-34.62518
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,DIAS DOS SANTOS ALBERTO,20-14461063-7,AV. ESPORA 1189,ADROGUE,BUENOS AIRES,-58.388437,-34.804961
Combustibles líquidos únicamente,YPF,CLERICI S.R.L.,30-55882260-7,AV. EVA PÉRON 314 Y BROWN,FLORENCIO VARELA,BUENOS AIRES,-58.27783,-34.81419
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,DIAS DOS SANTOS ALBERTO,20-14461063-7,CAMINO DE CINTURA 4509,9 DE ABRIL,BUENOS AIRES,-58.476619,-34.765894
Duales (líquidos + GNC),YPF,ESER S.A,33-68762353-9,AV. SAN MARTÍN ESQ. GALILEO -VILLA CARLOS PAZ,CORDOBA,CORDOBA,-64.46938,-31.40233
Sólo GNC,BLANCA,I.C.FERRAROTTI Y CIA S.A,30-53728168-1,Monseñor Bufano 2151,SAN JUSTO,BUENOS AIRES,-58.581489,-34.680426
Combustibles líquidos únicamente,YPF,SERVICIOS EXALTACIÒN DE LA CRUZ S.A.,30-67729917-3,"RUTA 8 KM 67,200",CAPILLA DEL SEÑOR,BUENOS AIRES,-59.02698,-34.39287
Sólo GNC,BLANCA,ROHMBE SA,30-64569262-0,EVA PERÓN 2330,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.454156,-34.63932
Combustibles líquidos únicamente,AXION,METGER S.A.,30-70092723-3,AV. LEHMANN 171,RAFAELA,SANTA FE,-61.49159,-31.25096
Combustibles Líquidos + PRVE,YPF,ROQUE LINO PENZO Y CIA S.R.L.,30-66986964-5,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,-59.103956,-28.988339
Combustibles líquidos únicamente,AXION,LOS SAUCES S.A.,30-67134966-7,AV. ITALIA NÂ°  955,FORMOSA,FORMOSA,-58.182104,-26.16806
